id,text,classification,model_ai,prompt,created_at,updated_at,investment_target
19710,"Ibovespa avança 1,04% e fecha acima dos 139 mil pontos com ajuda de bancos. O Ibovespa fechou em alta de 1,04%, superando os 139 mil pontos pela primeira vez no mês, com ações de bancos e da Braskem em destaque. O volume financeiro atingiu R$ 18,3 bilhões, e o S&P 500 contribuiu com um viés positivo. Dados do Banco Central indicaram crescimento nas concessões de crédito, mas também aumento da inadimplência, o que pode impactar o Banco do Brasil no terceiro trimestre.",NEUTRAL,sabiazinho-4,"Você é um analista financeiro. Classifique o sentimento da notícia a seguir sobre o mercado financeiro brasileiro em uma das categorias: POSITIVO, NEGATIVO ou NEUTRO.

POSITIVO = a notícia tende a ser favorável ao investidor.
NEGATIVO = a notícia tende a ser desfavorável ao investidor.
NEUTRO = impacto irrelevante ou equilibrado (efeitos positivos e negativos se anulam).

Classifique cada notícia individualmente e forneça uma breve justificativa.

Exemplo de resposta:
{
    ""sentiment"": ""POSITIVO"",
    ""justify"": ""A notícia indica melhora nas condições do mercado.""
}
",2026-08-21 16:41:09,,GENERICO
19711,"Oi adia balanço e propõe grupamento de ações na proporção 25:1. A Oi anunciou o adiamento da publicação do resultado do segundo trimestre para 4 de setembro, devido a mudanças no plano de recuperação judicial. A empresa também propôs agrupar suas ações ordinárias e preferenciais na proporção de 25 para uma, visando atender às regras da B3 e melhorar a liquidez.",NEUTRAL,sabiazinho-4,"Você é um analista financeiro. Classifique o sentimento da notícia a seguir sobre o mercado financeiro brasileiro em uma das categorias: POSITIVO, NEGATIVO ou NEUTRO.

POSITIVO = a notícia tende a ser favorável ao investidor.
NEGATIVO = a notícia tende a ser desfavorável ao investidor.
NEUTRO = impacto irrelevante ou equilibrado (efeitos positivos e negativos se anulam).

Classifique cada notícia individualmente e forneça uma breve justificativa.

Exemplo de resposta:
{
    ""sentiment"": ""POSITIVO"",
    ""justify"": ""A notícia indica melhora nas condições do mercado.""
}
",2026-08-21 16:41:10,,GENERICO
19712,"Cade investigará venda de minas brasileiras da Anglo American para estatal chinesa. O Cade abriu uma investigação sobre a aquisição das operações da Anglo American pela MMG Limited, que pode chegar a US$ 500 milhões. A operação preocupa o Instituto Americano de Ferro e Aço, que alerta para o risco de concentração do controle do níquel nas mãos da China, afetando a cadeia de suprimentos de minerais críticos. Os Estados Unidos solicitaram intervenção do governo brasileiro, destacando as implicações para a produção de baterias e outros setores estratégicos.",NEGATIVE,sabiazinho-4,"Você é um analista financeiro. Classifique o sentimento da notícia a seguir sobre o mercado financeiro brasileiro em uma das categorias: POSITIVO, NEGATIVO ou NEUTRO.

POSITIVO = a notícia tende a ser favorável ao investidor.
NEGATIVO = a notícia tende a ser desfavorável ao investidor.
NEUTRO = impacto irrelevante ou equilibrado (efeitos positivos e negativos se anulam).

Classifique cada notícia individualmente e forneça uma breve justificativa.

Exemplo de resposta:
{
    ""sentiment"": ""POSITIVO"",
    ""justify"": ""A notícia indica melhora nas condições do mercado.""
}
",2026-08-21 16:41:11,,GENERICO
19713,"Tarifaço deve zerar exportação de máquinas do País aos EUA em setembro, diz Abimaq. A sobretaxa dos Estados Unidos sobre máquinas e equipamentos brasileiros deverá reduzir as exportações para aquele país a partir de setembro, com uma queda significativa esperada. As exportações de máquinas somaram US$ 1,269 bilhão em julho, registrando aumento de 20,7% em relação a junho, mas queda de 4,8% em comparação com o ano passado. No mercado interno, o setor teve crescimento de 7,3% na receita líquida, enquanto as máquinas agrícolas apresentaram alta de 4,7% na receita líquida.",NEGATIVE,sabiazinho-4,"Você é um analista financeiro. Classifique o sentimento da notícia a seguir sobre o mercado financeiro brasileiro em uma das categorias: POSITIVO, NEGATIVO ou NEUTRO.

POSITIVO = a notícia tende a ser favorável ao investidor.
NEGATIVO = a notícia tende a ser desfavorável ao investidor.
NEUTRO = impacto irrelevante ou equilibrado (efeitos positivos e negativos se anulam).

Classifique cada notícia individualmente e forneça uma breve justificativa.

Exemplo de resposta:
{
    ""sentiment"": ""POSITIVO"",
    ""justify"": ""A notícia indica melhora nas condições do mercado.""
}
",2026-08-21 16:41:12,,GENERICO
19714,"Efeito Taylor Swift: como anúncio do noivado da cantora movimentou o mercado de ações. O anúncio de noivado de Taylor Swift com Travis Kelce causou alta nas ações de empresas como Signet Jewelers, Ralph Lauren e American Eagle, com aumentos de 6%, 0,5% e 8%, respectivamente. Além disso, marcas como Domino's Pizza e GrubHub aproveitaram a influência cultural de Swift, fazendo referências a suas músicas. O impacto econômico do noivado também afetou o mercado de apostas, com aumento na probabilidade de que o casal se casasse até o final de 2025.",NEUTRAL,sabiazinho-4,"Você é um analista financeiro. Classifique o sentimento da notícia a seguir sobre o mercado financeiro brasileiro em uma das categorias: POSITIVO, NEGATIVO ou NEUTRO.

POSITIVO = a notícia tende a ser favorável ao investidor.
NEGATIVO = a notícia tende a ser desfavorável ao investidor.
NEUTRO = impacto irrelevante ou equilibrado (efeitos positivos e negativos se anulam).

Classifique cada notícia individualmente e forneça uma breve justificativa.

Exemplo de resposta:
{
    ""sentiment"": ""POSITIVO"",
    ""justify"": ""A notícia indica melhora nas condições do mercado.""
}
",2026-08-21 16:41:13,,GENERICO
19715,"Simulado da Petrobras na Foz do Amazonas acontece sem intercorrências, dizem fontes. A Petrobras realiza um simulado de emergência na Bacia da Foz do Amazonas como parte do processo para obter licença do Ibama para perfuração de poço exploratório na região. O exercício, iniciado no domingo, deve ser concluído nesta quarta-feira sem intercorrências registradas até o momento. A indústria de petróleo vê grande potencial na região, embora haja resistência devido aos desafios socioambientais e à complexidade do processo.",NEUTRAL,sabiazinho-4,"Você é um analista financeiro. Classifique o sentimento da notícia a seguir sobre o mercado financeiro brasileiro em uma das categorias: POSITIVO, NEGATIVO ou NEUTRO.

POSITIVO = a notícia tende a ser favorável ao investidor.
NEGATIVO = a notícia tende a ser desfavorável ao investidor.
NEUTRO = impacto irrelevante ou equilibrado (efeitos positivos e negativos se anulam).

Classifique cada notícia individualmente e forneça uma breve justificativa.

Exemplo de resposta:
{
    ""sentiment"": ""POSITIVO"",
    ""justify"": ""A notícia indica melhora nas condições do mercado.""
}
",2026-08-21 16:41:14,,GENERICO
19716,"TCU vê falha em cálculo de antecipação de recebíveis da desestatização da Eletrobras. O Tribunal de Contas da União (TCU) apontou falhas nos cálculos feitos pela CCEE e pelo Ministério de Minas e Energia (MME) sobre a viabilidade da antecipação de recebíveis da desestatização da Eletrobras. A estimativa inicial de ganho financeiro foi de R$ 500 milhões, mas o valor real ficou em R$ 46,5 milhões, representando uma redução significativa no efeito tarifário. O TCU recomendou medidas para melhorar os estudos que fundamentam políticas setoriais de impacto.",NEGATIVE,sabiazinho-4,"Você é um analista financeiro. Classifique o sentimento da notícia a seguir sobre o mercado financeiro brasileiro em uma das categorias: POSITIVO, NEGATIVO ou NEUTRO.

POSITIVO = a notícia tende a ser favorável ao investidor.
NEGATIVO = a notícia tende a ser desfavorável ao investidor.
NEUTRO = impacto irrelevante ou equilibrado (efeitos positivos e negativos se anulam).

Classifique cada notícia individualmente e forneça uma breve justificativa.

Exemplo de resposta:
{
    ""sentiment"": ""POSITIVO"",
    ""justify"": ""A notícia indica melhora nas condições do mercado.""
}
",2026-08-21 16:41:16,,GENERICO
19717,"JBS e Marfrig: Santander ainda não vê fundo do ciclo e reitera cautela com as ações. O Santander manteve recomendação neutra para JBS e Marfrig, com preço-alvo de US$ 17 e R$ 20, respectivamente, destacando que o ciclo da carne bovina nos EUA pode durar mais do que o esperado, pressionando as margens dos frigoríficos. O banco projeta uma margem Ebitda negativa para a JBS e positiva para a Marfrig em 2026. Apesar dos preços elevados, a demanda por carne bovina permanece forte, mas a oferta pode não ser suficiente para atender à demanda nos EUA em 2025, com impacto nas margens dos frigoríficos.",NEGATIVE,sabiazinho-4,"Você é um analista financeiro. Classifique o sentimento da notícia a seguir sobre o mercado financeiro brasileiro em uma das categorias: POSITIVO, NEGATIVO ou NEUTRO.

POSITIVO = a notícia tende a ser favorável ao investidor.
NEGATIVO = a notícia tende a ser desfavorável ao investidor.
NEUTRO = impacto irrelevante ou equilibrado (efeitos positivos e negativos se anulam).

Classifique cada notícia individualmente e forneça uma breve justificativa.

Exemplo de resposta:
{
    ""sentiment"": ""POSITIVO"",
    ""justify"": ""A notícia indica melhora nas condições do mercado.""
}
",2026-08-21 16:41:17,,GENERICO
19718,"Banco do Brasil: ação chega a cair até 2% com “má notícia” do BC, mas fecha em alta. As ações do Banco do Brasil (BBAS3) caíram até 2,21% após a divulgação dos dados de crédito pelo Banco Central, mas fecharam com alta de 1,23%. A inadimplência no segmento de recursos livres subiu para 5,2%, o maior nível desde 2017, e os empréstimos corporativos cresceram 9,5%. O Bradesco BBI destacou a piora na qualidade dos ativos, com aumento da inadimplência em segmentos como crédito pessoal e rural, o que pode pressionar as despesas de provisão do banco no 3T25.",NEUTRAL,sabiazinho-4,"Você é um analista financeiro. Classifique o sentimento da notícia a seguir sobre o mercado financeiro brasileiro em uma das categorias: POSITIVO, NEGATIVO ou NEUTRO.

POSITIVO = a notícia tende a ser favorável ao investidor.
NEGATIVO = a notícia tende a ser desfavorável ao investidor.
NEUTRO = impacto irrelevante ou equilibrado (efeitos positivos e negativos se anulam).

Classifique cada notícia individualmente e forneça uma breve justificativa.

Exemplo de resposta:
{
    ""sentiment"": ""POSITIVO"",
    ""justify"": ""A notícia indica melhora nas condições do mercado.""
}
",2026-08-21 16:41:18,,GENERICO
19719,"Dividendos de 15%: Três fundos imobiliários entram na mira do Santander; veja quais. O Santander iniciou a cobertura dos fundos imobiliários KNUQ11, ALZR11 e MCRE11, recomendando compra para os três. Os fundos possuem portfólios diversificados e boas perspectivas de valorização, com estimativas de dividend yield entre 10% e 15% para os próximos 12 meses. Os principais riscos incluem concentração de ativos e alavancagem em alguns fundos.",POSITIVE,sabiazinho-4,"Você é um analista financeiro. Classifique o sentimento da notícia a seguir sobre o mercado financeiro brasileiro em uma das categorias: POSITIVO, NEGATIVO ou NEUTRO.

POSITIVO = a notícia tende a ser favorável ao investidor.
NEGATIVO = a notícia tende a ser desfavorável ao investidor.
NEUTRO = impacto irrelevante ou equilibrado (efeitos positivos e negativos se anulam).

Classifique cada notícia individualmente e forneça uma breve justificativa.

Exemplo de resposta:
{
    ""sentiment"": ""POSITIVO"",
    ""justify"": ""A notícia indica melhora nas condições do mercado.""
}
",2026-08-21 16:41:19,,GENERICO
19720,"Petrobras (PETR4) deve apresentar aumento de produção no 3T25, diz Santander; hora de comprar?. O Santander projeta aumento na produção da Petrobras para o terceiro trimestre de 2025, após crescimento de 6% em julho, alcançando 2,5 milhões de barris por dia. A recomendação para as ações continua neutra devido à baixa visibilidade sobre o fluxo de caixa livre. A produção total de óleo e gás em julho foi de 3,25 milhões de barris de óleo equivalente.",NEUTRAL,sabiazinho-4,"Você é um analista financeiro. Classifique o sentimento da notícia a seguir sobre o mercado financeiro brasileiro em uma das categorias: POSITIVO, NEGATIVO ou NEUTRO.

POSITIVO = a notícia tende a ser favorável ao investidor.
NEGATIVO = a notícia tende a ser desfavorável ao investidor.
NEUTRO = impacto irrelevante ou equilibrado (efeitos positivos e negativos se anulam).

Classifique cada notícia individualmente e forneça uma breve justificativa.

Exemplo de resposta:
{
    ""sentiment"": ""POSITIVO"",
    ""justify"": ""A notícia indica melhora nas condições do mercado.""
}
",2026-08-21 16:41:20,,GENERICO
19721,"Rival do Ozempic em pílula promete maior perda de peso e sem a necessidade de injeções. A Eli Lilly anunciou resultados positivos para o orforgliprona (Mounjaro oral), um novo tratamento para perda de peso, que demonstrou perda média de 10,5% do peso corporal após 72 semanas de uso. O medicamento também reduziu os níveis de hemoglobina glicada, beneficiando pacientes com obesidade e diabetes tipo 2. A empresa planeja submeter o orforgliprona à regulamentação global ainda este ano.",NEUTRAL,sabiazinho-4,"Você é um analista financeiro. Classifique o sentimento da notícia a seguir sobre o mercado financeiro brasileiro em uma das categorias: POSITIVO, NEGATIVO ou NEUTRO.

POSITIVO = a notícia tende a ser favorável ao investidor.
NEGATIVO = a notícia tende a ser desfavorável ao investidor.
NEUTRO = impacto irrelevante ou equilibrado (efeitos positivos e negativos se anulam).

Classifique cada notícia individualmente e forneça uma breve justificativa.

Exemplo de resposta:
{
    ""sentiment"": ""POSITIVO"",
    ""justify"": ""A notícia indica melhora nas condições do mercado.""
}
",2026-08-21 16:41:21,,GENERICO
19722,"BofA eleva recomendação de RD Saúde (RADL3) e aumenta preço-alvo após resultados do 2T25. O Bank of America elevou a recomendação das ações da RD Saúde (RADL3) de venda para neutro, ajustando o preço-alvo de R$ 14,50 para R$ 21, com potencial de valorização de 16% nos próximos 12 meses. O crescimento da empresa é impulsionado pelos medicamentos GLP-1, alavancagem operacional e cortes nas despesas. A previsão de lucro líquido para 2025 foi ajustada de R$ 978 milhões para R$ 1,126 bilhão.",POSITIVE,sabiazinho-4,"Você é um analista financeiro. Classifique o sentimento da notícia a seguir sobre o mercado financeiro brasileiro em uma das categorias: POSITIVO, NEGATIVO ou NEUTRO.

POSITIVO = a notícia tende a ser favorável ao investidor.
NEGATIVO = a notícia tende a ser desfavorável ao investidor.
NEUTRO = impacto irrelevante ou equilibrado (efeitos positivos e negativos se anulam).

Classifique cada notícia individualmente e forneça uma breve justificativa.

Exemplo de resposta:
{
    ""sentiment"": ""POSITIVO"",
    ""justify"": ""A notícia indica melhora nas condições do mercado.""
}
",2026-08-21 16:41:21,,GENERICO
19723,"BTG (BPAC11) e Sabrae lançam fundo de investimentos para startups e pequenos negócios. O Sebrae, em parceria com o BTG Asset Management, lançou o FIC FIP Sebrae Germina, um fundo de apoio a startups e pequenos negócios, com aporte inicial de R$ 100 milhões e potencial de alcançar R$ 450 milhões até 2026. O fundo investirá em 8 a 10 FIPs, com valores entre R$ 10 milhões e R$ 25 milhões, impactando cerca de 100 startups nos estágios iniciais. A iniciativa visa corrigir a lacuna de investimentos nos estágios pré-seed e seed no mercado de venture capital brasileiro.",POSITIVE,sabiazinho-4,"Você é um analista financeiro. Classifique o sentimento da notícia a seguir sobre o mercado financeiro brasileiro em uma das categorias: POSITIVO, NEGATIVO ou NEUTRO.

POSITIVO = a notícia tende a ser favorável ao investidor.
NEGATIVO = a notícia tende a ser desfavorável ao investidor.
NEUTRO = impacto irrelevante ou equilibrado (efeitos positivos e negativos se anulam).

Classifique cada notícia individualmente e forneça uma breve justificativa.

Exemplo de resposta:
{
    ""sentiment"": ""POSITIVO"",
    ""justify"": ""A notícia indica melhora nas condições do mercado.""
}
",2026-08-21 16:41:23,,GENERICO
19724,"BofA corta preços-alvo do Magazine Luiza (MGLU3) e Casas Bahia (BHIA3). O Bank of America cortou os preços-alvo das ações do Magazine Luiza (MGLU3) e Casas Bahia (BHIA3), reduzindo as estimativas para R$ 5,50 e R$ 2,50, respectivamente. A análise destaca riscos como alta nas despesas financeiras e demanda mais lenta, com a classificação de ""underperform"" para ambas as ações. O banco vê riscos de queda relacionados à concorrência e custos financeiros mais altos, mas também aponta possíveis cenários favoráveis com melhora na demanda e execução.",NEGATIVE,sabiazinho-4,"Você é um analista financeiro. Classifique o sentimento da notícia a seguir sobre o mercado financeiro brasileiro em uma das categorias: POSITIVO, NEGATIVO ou NEUTRO.

POSITIVO = a notícia tende a ser favorável ao investidor.
NEGATIVO = a notícia tende a ser desfavorável ao investidor.
NEUTRO = impacto irrelevante ou equilibrado (efeitos positivos e negativos se anulam).

Classifique cada notícia individualmente e forneça uma breve justificativa.

Exemplo de resposta:
{
    ""sentiment"": ""POSITIVO"",
    ""justify"": ""A notícia indica melhora nas condições do mercado.""
}
",2026-08-21 16:41:23,,GENERICO
19725,"Ibovespa avança 1% e retoma os 139 mil pontos com Caged e Galípolo; dólar cai a R$ 5,41. O Ibovespa subiu 1,04%, fechando a 139.205,81 pontos, impulsionado pelo otimismo em Wall Street, dados econômicos positivos e declarações do presidente do Banco Central. O dólar caiu 0,32%, a R$ 5,4170, e o Caged registrou a criação de 129.775 vagas formais de trabalho, abaixo das expectativas. No exterior, os índices de Wall Street fecharam em alta, enquanto os mercados europeus e asiáticos tiveram variações mistas.",POSITIVE,sabiazinho-4,"Você é um analista financeiro. Classifique o sentimento da notícia a seguir sobre o mercado financeiro brasileiro em uma das categorias: POSITIVO, NEGATIVO ou NEUTRO.

POSITIVO = a notícia tende a ser favorável ao investidor.
NEGATIVO = a notícia tende a ser desfavorável ao investidor.
NEUTRO = impacto irrelevante ou equilibrado (efeitos positivos e negativos se anulam).

Classifique cada notícia individualmente e forneça uma breve justificativa.

Exemplo de resposta:
{
    ""sentiment"": ""POSITIVO"",
    ""justify"": ""A notícia indica melhora nas condições do mercado.""
}
",2026-08-21 16:41:25,,GENERICO
19726,"Nvidia (NVDA) tem lucro de US$ 26,4 bilhões, acima do consenso, mas ações caem. A Nvidia registrou lucro líquido de US$ 26,4 bilhões no 2T25, com crescimento de 59% no ano, e superou as expectativas do mercado. A receita líquida foi de US$ 46,7 bilhões, acima das estimativas, com destaque para o crescimento de 56% no segmento de Data Center. Apesar disso, as ações caíram 3,65% após o fechamento, e a empresa enfrentou desafios com a exportação de chips H20 para a China devido a restrições do governo dos EUA.",NEUTRAL,sabiazinho-4,"Você é um analista financeiro. Classifique o sentimento da notícia a seguir sobre o mercado financeiro brasileiro em uma das categorias: POSITIVO, NEGATIVO ou NEUTRO.

POSITIVO = a notícia tende a ser favorável ao investidor.
NEGATIVO = a notícia tende a ser desfavorável ao investidor.
NEUTRO = impacto irrelevante ou equilibrado (efeitos positivos e negativos se anulam).

Classifique cada notícia individualmente e forneça uma breve justificativa.

Exemplo de resposta:
{
    ""sentiment"": ""POSITIVO"",
    ""justify"": ""A notícia indica melhora nas condições do mercado.""
}
",2026-08-21 16:41:26,,GENERICO
19727,"Simulado da Petrobras (PETR4) na Foz do Amazonas acontece sem intercorrências, dizem fontes. O simulado de emergência realizado pela Petrobras na Bacia da Foz do Amazonas pode ser concluído nesta quarta-feira, sem registro de intercorrências até o momento. A atividade é a última etapa antes de o Ibama decidir sobre a concessão de licença para perfuração de um poço exploratório na região. A Petrobras investiu milhões de reais em infraestrutura e mobilizou cerca de 400 profissionais para o exercício, que segue conforme o planejado, apesar da resistência de setores da sociedade e desafios ambientais.",NEUTRAL,sabiazinho-4,"Você é um analista financeiro. Classifique o sentimento da notícia a seguir sobre o mercado financeiro brasileiro em uma das categorias: POSITIVO, NEGATIVO ou NEUTRO.

POSITIVO = a notícia tende a ser favorável ao investidor.
NEGATIVO = a notícia tende a ser desfavorável ao investidor.
NEUTRO = impacto irrelevante ou equilibrado (efeitos positivos e negativos se anulam).

Classifique cada notícia individualmente e forneça uma breve justificativa.

Exemplo de resposta:
{
    ""sentiment"": ""POSITIVO"",
    ""justify"": ""A notícia indica melhora nas condições do mercado.""
}
",2026-08-21 16:41:27,,GENERICO
19728,"Boi gordo: Derivativos disparam mais de 300% e movimentam R$ 19,6 bi em julho. A B3 registrou em julho um recorde no mercado de derivativos de Boi Gordo, com movimentação de R$ 19,6 bilhões, mais de três vezes superior ao resultado de julho de 2024. O número de posições em aberto atingiu 176 mil contratos, aumento de 61% em relação ao ano anterior. Pessoas físicas representaram quase metade das negociações, com destaque também para a participação de investidores internacionais e empresas do agronegócio.",POSITIVE,sabiazinho-4,"Você é um analista financeiro. Classifique o sentimento da notícia a seguir sobre o mercado financeiro brasileiro em uma das categorias: POSITIVO, NEGATIVO ou NEUTRO.

POSITIVO = a notícia tende a ser favorável ao investidor.
NEGATIVO = a notícia tende a ser desfavorável ao investidor.
NEUTRO = impacto irrelevante ou equilibrado (efeitos positivos e negativos se anulam).

Classifique cada notícia individualmente e forneça uma breve justificativa.

Exemplo de resposta:
{
    ""sentiment"": ""POSITIVO"",
    ""justify"": ""A notícia indica melhora nas condições do mercado.""
}
",2026-08-21 16:41:28,,GENERICO
19729,"Sanepar (SAPR11) passará a implementar tarifa social. A Sanepar (SAPR11) anunciou que a agência reguladora do Paraná publicou uma resolução para aplicar a ""tarifa social"", oferecendo 50% de desconto sobre a tarifa residencial para os primeiros 15 metros cúbicos consumidos. O excedente será cobrado pela tarifa residencial normal, sem desconto. A medida será implementada em até 120 dias.",NEUTRAL,sabiazinho-4,"Você é um analista financeiro. Classifique o sentimento da notícia a seguir sobre o mercado financeiro brasileiro em uma das categorias: POSITIVO, NEGATIVO ou NEUTRO.

POSITIVO = a notícia tende a ser favorável ao investidor.
NEGATIVO = a notícia tende a ser desfavorável ao investidor.
NEUTRO = impacto irrelevante ou equilibrado (efeitos positivos e negativos se anulam).

Classifique cada notícia individualmente e forneça uma breve justificativa.

Exemplo de resposta:
{
    ""sentiment"": ""POSITIVO"",
    ""justify"": ""A notícia indica melhora nas condições do mercado.""
}
",2026-08-21 16:41:29,,GENERICO
19730,"Mercado de trabalho segura discussões sobre corte de juros no Brasil, diz especialista. Os dados do mercado de trabalho no Brasil podem fundamentar uma possível flexibilização monetária, com investidores aguardando o momento ideal para um corte na taxa de juros, atualmente em 15%. Bruno Henriques, do BTG Pactual, destacou que o desemprego baixo e a resistência do mercado de trabalho são fatores que impedem a redução dos juros. Além disso, a expectativa de cortes de juros nos Estados Unidos pode abrir espaço para a redução também no Brasil.",NEGATIVE,sabiazinho-4,"Você é um analista financeiro. Classifique o sentimento da notícia a seguir sobre o mercado financeiro brasileiro em uma das categorias: POSITIVO, NEGATIVO ou NEUTRO.

POSITIVO = a notícia tende a ser favorável ao investidor.
NEGATIVO = a notícia tende a ser desfavorável ao investidor.
NEUTRO = impacto irrelevante ou equilibrado (efeitos positivos e negativos se anulam).

Classifique cada notícia individualmente e forneça uma breve justificativa.

Exemplo de resposta:
{
    ""sentiment"": ""POSITIVO"",
    ""justify"": ""A notícia indica melhora nas condições do mercado.""
}
",2026-08-21 16:41:30,,GENERICO
19731,"Galípolo: “Banco Central não pode se emocionar com dados pontuais”. O presidente do Banco Central, Gabriel Galípolo, afirmou que a política monetária continuará restritiva por um ""período relevante de tempo"", devido à lenta convergência para a meta de inflação. Ele destacou que, apesar de a economia brasileira ter surpreendido positivamente, a Selic mais alta está sendo equilibrada pela política fiscal. Galípolo também comentou sobre o impacto das tarifas de Donald Trump, ressaltando a incerteza gerada e as dificuldades para prever o comportamento do câmbio.",NEGATIVE,sabiazinho-4,"Você é um analista financeiro. Classifique o sentimento da notícia a seguir sobre o mercado financeiro brasileiro em uma das categorias: POSITIVO, NEGATIVO ou NEUTRO.

POSITIVO = a notícia tende a ser favorável ao investidor.
NEGATIVO = a notícia tende a ser desfavorável ao investidor.
NEUTRO = impacto irrelevante ou equilibrado (efeitos positivos e negativos se anulam).

Classifique cada notícia individualmente e forneça uma breve justificativa.

Exemplo de resposta:
{
    ""sentiment"": ""POSITIVO"",
    ""justify"": ""A notícia indica melhora nas condições do mercado.""
}
",2026-08-21 16:41:31,,GENERICO
19732,"Oi (OIBR3) propõe grupamento de ações e adia divulgação de balanço. A Oi (OIBR3) propôs um grupamento de ações na proporção de 25 para 1, a ser votado em assembleia no dia 29 de setembro de 2025, com o objetivo de ajustar a cotação acima de R$ 1,00 e atrair investidores institucionais. Além disso, a empresa adiou a entrega do balanço do segundo trimestre, inicialmente prevista para 28 de agosto, para 4 de setembro de 2025, com os procedimentos de auditoria já quase concluídos.",NEUTRAL,sabiazinho-4,"Você é um analista financeiro. Classifique o sentimento da notícia a seguir sobre o mercado financeiro brasileiro em uma das categorias: POSITIVO, NEGATIVO ou NEUTRO.

POSITIVO = a notícia tende a ser favorável ao investidor.
NEGATIVO = a notícia tende a ser desfavorável ao investidor.
NEUTRO = impacto irrelevante ou equilibrado (efeitos positivos e negativos se anulam).

Classifique cada notícia individualmente e forneça uma breve justificativa.

Exemplo de resposta:
{
    ""sentiment"": ""POSITIVO"",
    ""justify"": ""A notícia indica melhora nas condições do mercado.""
}
",2026-08-21 16:41:33,,GENERICO
19733,"CBA (CBAV3) diz que busca por parceiro para Projeto Rondon continua. A Companhia Brasileira de Alumínio (CBAV3) continua em busca de um parceiro para o projeto de mineração de bauxita Rondon, no Pará, e esclareceu à CVM que não há acordos formais ou deliberações sobre a venda do projeto ou controle da empresa. No 2T25, a CBA registrou prejuízo de R$ 89 milhões, uma reversão em relação ao lucro de R$ 193 milhões no mesmo período de 2024, com queda no EBITDA e nas vendas de alumínio. Apesar dos problemas operacionais, analistas destacaram que a empresa tem uma base financeira sólida.",NEUTRAL,sabiazinho-4,"Você é um analista financeiro. Classifique o sentimento da notícia a seguir sobre o mercado financeiro brasileiro em uma das categorias: POSITIVO, NEGATIVO ou NEUTRO.

POSITIVO = a notícia tende a ser favorável ao investidor.
NEGATIVO = a notícia tende a ser desfavorável ao investidor.
NEUTRO = impacto irrelevante ou equilibrado (efeitos positivos e negativos se anulam).

Classifique cada notícia individualmente e forneça uma breve justificativa.

Exemplo de resposta:
{
    ""sentiment"": ""POSITIVO"",
    ""justify"": ""A notícia indica melhora nas condições do mercado.""
}
",2026-08-21 16:41:34,,GENERICO
19734,"Streaming à brasileira: Lula regulamenta TV 3.0 e abre caminho para nova era da televisão aberta. O presidente Lula e o ministro Frederico de Siqueira Filho assinaram um decreto que regulamenta a TV 3.0, uma nova geração de TV aberta no Brasil, que começará a ser implantada nas grandes capitais em 2026. A TV 3.0 promete melhorias como imagem em 4K, áudio imersivo, interatividade e publicidade segmentada, mantendo o acesso gratuito e sem a necessidade de internet. O projeto receberá investimentos iniciais de R$ 7,5 milhões para testes e adaptação, com os primeiros sinais previstos para 2025.",NEUTRAL,sabiazinho-4,"Você é um analista financeiro. Classifique o sentimento da notícia a seguir sobre o mercado financeiro brasileiro em uma das categorias: POSITIVO, NEGATIVO ou NEUTRO.

POSITIVO = a notícia tende a ser favorável ao investidor.
NEGATIVO = a notícia tende a ser desfavorável ao investidor.
NEUTRO = impacto irrelevante ou equilibrado (efeitos positivos e negativos se anulam).

Classifique cada notícia individualmente e forneça uma breve justificativa.

Exemplo de resposta:
{
    ""sentiment"": ""POSITIVO"",
    ""justify"": ""A notícia indica melhora nas condições do mercado.""
}
",2026-08-21 16:41:35,,GENERICO
19735,"Fed deixa porta ‘escancarada’ para corte em setembro, mas tamanho do ciclo ainda é dúvida, diz Mesquita, do Itaú. O Federal Reserve (Fed) sinalizou a possibilidade de cortes de juros já em setembro, mas a extensão do ciclo de flexibilização monetária ainda é incerta, segundo o economista-chefe do Itaú Unibanco, Mário Mesquita. O Itaú projeta que o primeiro corte ocorrerá em dezembro, com a taxa de juros terminando 2025 entre 4,00% e 4,25%. Apesar de uma inflação acima da meta, o banco acredita que o Fed continuará com os cortes devido à resiliência econômica e pressões inflacionárias das tarifas comerciais.",NEUTRAL,sabiazinho-4,"Você é um analista financeiro. Classifique o sentimento da notícia a seguir sobre o mercado financeiro brasileiro em uma das categorias: POSITIVO, NEGATIVO ou NEUTRO.

POSITIVO = a notícia tende a ser favorável ao investidor.
NEGATIVO = a notícia tende a ser desfavorável ao investidor.
NEUTRO = impacto irrelevante ou equilibrado (efeitos positivos e negativos se anulam).

Classifique cada notícia individualmente e forneça uma breve justificativa.

Exemplo de resposta:
{
    ""sentiment"": ""POSITIVO"",
    ""justify"": ""A notícia indica melhora nas condições do mercado.""
}
",2026-08-21 16:41:37,,GENERICO
